month,channel,comment
Oct,CNBC,They must have to solve housing issue. Housing is no more affordable for the middle class. Corporates and private investors buying houses which increasing the house prices abnormally.
Oct,CNBC,Most of us living hand to mouth. There is no savings. The job market is still bad. Prices of grocery going up frequently.
Oct,CNBC,Here is the sad truth in this screw up economy. Don’t have kids if you are in the low/mid income class.
Oct,CNBC,"The high inflation is a significant reason why most retirees have sleepless nights. The increase in prices of everyday items puts them at risk of running out of money. As prices rise, the amount of money retirees can withdraw from their retirement savings also increases. The only solution to this problem is adopting a bitcoin standard"
Oct,CNBC,"What's the optimal strategy for someone with around $5,000 or even less, to begin trading stock market today?"
Oct,CNBC,"Basically Hermes stayed true to itself as a luxury brand while the others tried to tap on the fast-fashion market with ""luxury for poors"" products"
Oct,CNBC,"And they don't use ""Celebrities"" to market/endorse their products....if you have any of their products...you paid for that product."
Oct,CNBC,"The downside to the ""exclusivity"" of Hermes is the resale market making a lot more from the original price of the bag vs whats its actually worth."
Oct,CNBC,"And they say the economy is “Bad” people out here buying . $100,000 leather purses. Crazy to think that an inflated product for the rich could say so much about the state of wealth inequality. At its core"
Oct,Bloomberg,"In Taiwan, there are more than 350 publicly listed companies who participate in the semiconductor industry working based on various professions in this field covering from upstream, midstream to downstream in division of labor. So that it makes the industry with overall strengths and capabilities in flexible and efficient for time-to-market in global competition. And there also have more new tech start-up companies continue to join it. In addition to them, there are more than 100 professional suppliers supporting the manufacturing of specific chemical materials, gases, specific components, special equipment, consumables, packaging materials, recycling, and debris handling for the semiconductor industry. There are more than 450 companies working for the supply-chain of entire semiconductor industry. The industry manufactures them from raw material silicon production to wafer then to chip, all they can be completed in Taiwan locally, without the need to import other materials."
Oct,Wall Street Journal,"Our economy struggling with uncertainties, housing issues, foreclosures, global fluctuations, and pandemic aftermath, causing instability. Rising inflation, sluggish growth, and trade disruptions need urgent attention from all sectors to restore stability and stimulate growth"
Oct,Wall Street Journal,"First time home buyers grant is going to backfire massively!! Australia did that years ago. It only increases house prices the moment that policy is implemented. If buyers have more money, sellers will ask for more money. As simple as that. EDIT: for anyone reading this comment and not understanding why government subsidies drive up house prices, please read up on how a first time home buyers grant has affected the Australian housing market."
Oct,Wall Street Journal,"How about stopping big investments firms into buying family houses? Some things shouldn't be invesments in this country, and that's also what also home owners need to understand, their home price increasing isn't heping them at all because everything else is also increasing, not only their home price!"
Oct,Wall Street Journal,The problem is investors buying up all the supply causing a shortage which then causes home prices to go up and rents follow. Get investors out of single family residential properties!
Oct,Wall Street Journal,"After selling two homes in 2024, I'm anticipating a housing crisis in order to buy inexpensively. As a backup plan, I've been thinking about purchasing stocks after the election. What recommendations do you have for the best time to buy? On the one hand, I keep reading and seeing trader earnings of over $700k each week. On the other side, I keep hearing that the market is out of control and experiencing a dead cat bounce. Why does this happen?"
Oct,Wall Street Journal,"Key things: 1) Around 1:30 when the video talks about protesters. Very true on anything from environment to zoning regulations. People love to just blame everything on govenrment process but this is what you asked for... you want democracy then it means people can go protest no matter how stupid or incorrect you think it is. You can't have the cake and eat it too... you laugh at Chinese citizens not having freedom but when it's your turn you want to shut down opposition voices. See the irony? (Not talking to anyone specific, just in general for those that love chanting government sucks) 2) 2:40 About infrastructure cost. Exactly, infrastructure is very expensive to build/maintain. To the far right folks that think government needs to go away, who exactly pays for infrastructure like roads? Amazon might be willing to build a few roads that connect the city to their mega warehouse, but most businesses aren't going to be able to organize efforts to connect pipes, roads, etc. People often discount infrastructure as if it was free born out of the air or that it can simply be pritivized which anyone with common sense knows you can't... there's no profit motive behind it. Only government can say, we need to connect all these areas whether it has a mom&pop shop or if it's a Walmart which obviously produces different economic values. I don't think anyone would argue only walmart should get roads. 3) 4:45 Another classic example of Trump meaning well but his supporters aren't seeing reality. It sounds nice to open up federal land but it doesn't help if it's not where housing shortage is, does it? He also talks about protecting single family zoning but this is actually what kills cities like SF. To be 100% fair, democrat voters are just as guilty in this. They vote against any non-SF zoning to protect their own SF there. Anyone who insists on SF zoning only, are the folks that make housing crisis worse. 4) 5:50 Example of Harris meaning well but aren't attacking the core issue. Incentive for first time buyer doesn't solve the problem and why should people who are moving from home to home not be able to afford houses? It's like affirmative action that means well but don't hold up in real world logic. 5) Both sides need to listen to actual experts that talk about tariff on lumber, zoning to be eased, and trade labor to go up. I don't see any voters from either side doing much besides following their candidates blindly."
Oct,Wall Street Journal,"In 2024, I sold two houses, and now I'm waiting for a housing crisis so I can buy cheaply. I've been considering buying equities after the election as a fallback option. What are your suggestions for the ideal time to purchase? At the same time, I continue to read about traders making over $700k every week. Conversely, I frequently hear that the market is in a dead cat bounce and is already out of control. Why does this occur?"
Oct,Wall Street Journal,"Subsidies to first time homebuyers just lead to increased prices, because in a scarce market, all of the buyers are bidding with each other, and limited only by what they can afford. It's ultimately a handout to home owners, who will see larger proceeds for their sale, not buyers. The rest of Harris plan seems smart. Part of me wonders if she is smart enough to know that the $25,000 subsidy proposal is a bad idea, and is only advocating for it because she knows it will get her votes."
Oct,Wall Street Journal,None of this really addresses the core issue: investors. Building more houses just means the rich investors will eat up majority of them. Which means no matter who gets in office it will be a problem until the next election or it turns into another 2008 financial disaster.
Oct,Wall Street Journal,"Trump plan: Fix housing costs in Philly, by opening up Federal Lands in Nevada. 4Z Chess."
Oct,Wall Street Journal,Building is not a sustainable solution. Not that it wouldn’t help… but the answer cannot be “keep building as cheaply and quickly as possible”… We need extra-market policies that very transparently and consistently keep the cost of housing on pace with wage growth across the country. The first of which is banning corporate ownership or single family homes aside from some rare exceptions.
Oct,Wall Street Journal,Federal land isn’t a great idea when the land we already have developed is so inefficient.
Oct,Wall Street Journal,"500 billion over ten years, 50 billion a year, is nothing. It’s an absolutely inconsequential amount of money compared to Federal spending. It might be more fair, but it is not the solution to wealth inequality, the federal deficit, inflation, or anything else that plagues our nation. And it will dredge up a whole lot of other problems as well, such as mass selling of shares, which destabilizes the stock market. This plan is half baked at best, and absolute disaster at worst, and it doesn’t prevent the loopholes that allow billionaires to put off paying taxes in the first place."
Oct,Wall Street Journal,"In the Netherlands, we have 3 kinds of taxes for income. 1. is labor income (which is mandatory even if you are a company owner (management fee)), 2 is a shareholder tax for majority shareholders of a company (>25%). And 3 is a wealth tax (Which taxes a fictive percentage of your gained wealth). On the last one, the Dutch court ruled that the taxation of a fictive percentage is illegal, and the Dutch IRS needs to calculate the real percentage, which is an impossible assignment to do for everyone. So even if this tax plan of Harris would see the light of day, it would be hard to hold it op in court. Because what are you going to tax? Air? A number? Unrealized gain is still a fictive number. If the stock market crashed like it did in 2008, is the government paying the taxed amount of the unrealized gain back? The best solution to millionaires, billionaires etc. to pay their fair share of taxes is to demand by law to have a normal labor income stream of a certain amount. Which is realized and real to be taxed with. But is would also hurt wealthy democratic voters."
Oct,Wall Street Journal,unrealized gains tax is completely stupid given how volatile certain stocks are and how certain assets are almost impossible to pinpoint on it's real value. just close the buy borrow die strategy by making all your assets realize the capital gains upon death. people pay their taxes on these realized gains upon their death before their heirs gets their inheritance.
Oct,Wall Street Journal,Misleading video. Most people know that increase capital gains taxs will reduce investment in everything
Oct,Wall Street Journal,"Taxing the rich is OK, but lets not pretend the government needs their dollars in order to spend. Dollars come from the government, not rich people. No, nothing you learn about bank lending, the treasury, the FED, or securities changes that fact."
Oct,Wall Street Journal,"IF I CAN BORROW AND PROFIT, INVEST, OR PURCHASE AGAINST AN UNREALIZED AMOUNT, THEN I SHOULD BE TAXED. CRYING ABOUT PAYING TAXES MAKES YOU A PATHETIC TRAITOR. IF YOU LIVE IN AMERICA, YOU'RE USING THOSE TAX DOLLARS EVERYDAY. SO YOU SHOULD PAY, JUST LIKE ME."
Oct,Wall Street Journal,"Why does the government need an extra $50 billion per year? What is it going to use that money for? The government already wasted so much money, while billionaires don’t exactly stuff this money into their mattresses. They provide investments to new companies, hire workers, start businesses, etc. I question the value of giving an extra $50 billion to the government…"
Oct,Wall Street Journal,"Capital gains tax will hurt retirement accounts and retail investors more than billionaires. Also, if unrealized gains are taxed, then we need to stop taxing realized gains, otherwise the government is double dipping and there will be NO incentive for anyone to put their money in the market. Why would I fund a new business if there's no reward? I could just put all my assets into gold and bury it in the yard (maybe not a bad idea right now?) To those who say ""they're not doing anything to deserve that money"" etc, these accounts are funding the growth of business by investing. It's this giant behemoth of money pushed into new and expanding businesses that allows more resources, more jobs, more opportunities. The big players will always be able to cut through red tape, it's the little folks that suffer. If we want consumer power, there should be more standardized costs for labor."
Oct,Wall Street Journal,"I like how tax policy expands to ""normal"" people. Income tax in the USA was originally for the rich, but expanded to everyone. We need to fix the economy, so we need to take more money from everyone. If we start with the rich, people will think its fair."
Oct,Wall Street Journal,"Election betting can also theoretically be used as a hedge. For example, if you're invested heavily in a particular industry that is favored by 1 candidate but opposed by the other, you can bet on the candidate that is harsh to your industry, so that you have a payout to make up for the hardships associated with a new administration. If they are being used this way, this could potentially cause the markets to deviate from the true probability of a particular candidate winning"
Oct,Wall Street Journal,"Not the best researched piece. There is no mention of PredictIt, which has been around since 2014. Watching the 2016, 2020, and this campaign, markets are horrible at predicting results in advance. The only people who make reliable money are political insiders. One tends to see a market trend change abruptedly 15 minutes before a significant new piece of news hits the major networks."
Oct,Wall Street Journal,ive seen enough poker to know that 20% of the time happens a lot more than you think. Even if the prediction market says someone is 80% favored you're still gambling
Oct,Wall Street Journal,"In January 2022, Polymarket settled with the Commodity Futures Trading Commission (CFTC) for operating an unregistered swap execution facility and agreed to cease offering its services to U.S. users. The title of the video implies legality in the use of betting markets. Polymarket is cited as an example. However, it is illegal for US citizens to use."
Oct,Wall Street Journal,The betting market was strikingly accurate in 2020 even at a state to state level.
Oct,Wall Street Journal,Polymarket does let Americans bet
Oct,Wall Street Journal,About a million dollars is enough to shift the scale. Any billionaire could push the betting market to 100% in any direction they wanted to.
Oct,Wall Street Journal,Betting markets are way more accurate than polls
Oct,Wall Street Journal,"@5:25, so you're saying there could be a prediction market for the prediction market? 🤑"
Oct,Wall Street Journal,"To anyone who disagrees that betting markets are predictive, I invite them to put their money where their mouth is and place their bets. I believe the people with skin in the game, not armchair analysts spouting their ignorant opinions that they never have to pay for. If you don't have money on it, a conflict of interest, or some moral objection to gambling, your opinion is basically worthless."
Oct,Wall Street Journal,"Ultimately, election betting markets skew towards a specific demographic (male + techy). Sites like Polymarket only allow trading in crypto, and Polymarket trading is banned in the US. Election betting markets likely don't represent the broader general population, but there certainly is real money at play here - I just posted a video about the French trader who bet $45 million on Trump: https://www.youtube.com/watch?v=1AsWn9hxEws"
Oct,Wall Street Journal,"Betting on elections is quite normal in UK/Ireland so funny to see such a reaction to it in the US. The UK did interestingly have several UK politicians/insiders bet on when the next election would be before it was announced and it did lead to investigations/resignations. But its interestingly a more secure market because even the participants of the market don't have that much control over it, in theory at least."
Oct,Wall Street Journal,"It’s wild how things are getting played up with just a week left. Apparently, investors are making some big moves, trying to 'game' the outcome."
Oct,Wall Street Journal,"I hope we all know that it doesn't matter who is in the 'top job' because this is a systemic problem -- greed. We have allowed many of our economic sectors, to take advantage of the American people. It's disgusting and frightening for the future of our country. My wife and I will be retiring in the next two years n another country. We are absolutely worried that SSI will no longer be funded. we'll have to rely on his pension, a 403 (b) and a very prolific Investment account with my Stephanie Janis Stiefel my FA. Our national debt is bloating and expanding every month. Our government needs to get spending under control and cut the federal budget."
Oct,Wall Street Journal,"*abortion, the border, economy, traditional values*"
Oct,Wall Street Journal,"I was born & raised in Miami and almost all of my friends are Latino. The day that Trump was arraigned in Miami on charges of Espionage for stealing classified documents a group of people shouted ""Go back to Mexico!"" at our Mayor Francis Suarez - right in front of the courthouse. He's of Cuban descent and he was born here in the U.S. If you think that Trump supporters see you as anything other than field labor picking fruits and vegetables, gardeners, bus boys and dishwashers, or cleaning ladies then think again. BTW: Stop repeating Trump's BS about the economy while he was in the White House. He inherited a great economy from Obama and he blew it when he fumbled the COVID epidemic. His tariffs will drive us into another Great Depression because he doesn't know what he's talking about."
Nov,CNBC,"""Instead of producing better cars and providing the American consumer with higher value for their dollar let's just spend that money on lobbying lawmakers into preventing competition from entering our market"". Free market my ass."
Nov,CNBC,"The rise of BYD and other Chinese automakers is fascinating and shows how quickly markets can shift. As an investor, I’m keeping an eye on EV stocks, especially as competition heats up globally. While Tesla still has strong brand loyalty, BYD’s expansion and Buffett’s backing make it a compelling long-term play. It’s a reminder to diversify and stay adaptable in this ever-changing market."
Nov,CNBC,"Down here in Australia there are no car tariffs, and over the past 2 years the Chinese EV manufacturers have entered the market in a big way, especially BYD and MG. I have driven several of them and honestly came away stunned. The quality of their cars is insane, you only need to sit in one and drive it for 10minutes to know that legacy automakers are dead ducks. I was so impressed that I now own one (an MG4). The reason the Americans slapped tariffs on these things is that the American car CEOs know the truth - China has already won the race for EV tech. It's not even close."
Nov,CNBC,"America: ""Free markets and capitalism are great until someone else beats us at it."""
Nov,CNBC,"The US talked as if they didn't enjoy the Chinese subsidy themselves. For decades, GM, Ford, Toyota etc enjoyed subsidies from Chinese government in term of free usage of lands for their factories and low taxes. Tesla not only enjoyed the free land for its Gigafactory, it even enjoyed the EV subsidy launched by the Chinese gov to promote EV. We are not even talking about the subsidy they enjoyed in their homeland, the USA, courtesy of the US federal and states government. China also didn't push them out of the Chinese market, they are losing market share due to their own incompetence. For years the Chinese government has been promoting EVs. When the world largest auto market, and your largest customer, said they want EV, you should have listened. Instead they rest on their laurels, thinking the Chinese can never catch up with their ICE cars tech, and that EV will never take off. They are right that the Chinese didn't catch up with their ICE cars, the Chinese never tried to, the Chinese just leaped ahead with EVs. Few years back, when the Chinese government wanted to set up the time table to ban ICE cars, the foreigners beg the Chinese government to give them more time. Years later, they still couldn't catch up, and climate change wait for no one. The foreign automakers performed so bad that even their Chinese partners are worried about them. The overcapacity is also another BS concocted by the losers in the west. the Chinese only exported about 15% of their cars, while the Germans exported about 70% and the Japanese exported about 50% of their production. Who is the one with overcapacity problem?"
Nov,CNBC,One gov invest into the future. The other invest into wars.
Nov,CNBC,"Electric vehicles are gradually replacing fuel-powered (PMS) vehicles, making investments in EV charging stations one of the most promising opportunities available. As the demand for sustainable transportation grows, EV charging infrastructure is becoming the new gold mine for investors."
Nov,CNBC,They did not tell audience that BYD's success root in pure technology investment and they bet all their resources in new technology and finally paid off . their Plug in Hydrid EV made a major break in technology and turn around all situation .
Nov,CNBC,"BYD is not the only good Chinese brand on sale here in Australia. MG has been selling well here, just ahead of BYD recently. The MG4 was designed in England but built in China for the export market rather than for Chinese sales. The R&D work done by the Chinese decades ago is paying off. Maybe other countries who want to make cars should take note."
Nov,CNBC,"If I was in the market for an EV I would choose a BYD over a Tesla and I’m American, they need to start selling their EVs in the USA"
Nov,CNBC,They invested heavily into this industry and are now reaping the rewards.
Nov,CNBC,"The US treasury subsidises the entire auto industry with $80 billion dollars, so let's not kid ourselves, the Chinese are not the only one's doing it and if American automakers worked harder to innovate and reduce costs as well as invested in better tech and factories, whilst not been allowed to rely on protectionism, so they can't move at their usual lazy pace, whatever happens to them they have it coming and deserve it. America is supposed to be a free market economy which produces innovation and lower costs through market pressure, it is as long as American execs do not have to work hard for there bonuses, otherwise it's lobbying time, this is the reason our cars are getting worse and increasing in price because they can rely on good old uncle Sam to protect them, why do you think our cars failed in Europe, yet Chinese cars are only becoming more popular, ask yourself?"
Nov,CNBC,"Someone still has to stock the shelves load/unload truck though, right? Maybe a robot does that... This all seems unnecessary and overly complicated. Was it so bad when you just said hi and small chatted with another human being for 30 seconds? Couple billion dollars will fix that kinda."
Nov,CNBC,“Compared to your parents job market is a great job market” my mom bought branded new Toyota Corolla and a home in 1998 on a secretaries salary. Yeah I’m sure it’s the same. Totally.
Nov,CNBC,"4 months unemployed, over 300 applications. 50 interviews 4 final rounds. FINALLY started a new job today (fully remote sr marketing) please don’t lose hope. It was a traumatic process and I felt so defeated but don’t give up"
Nov,CNBC,I moved to Texas and couldn’t find a job. I started working for myself mowing lawns and that turned into landscaping. I’m gonna stay with what I’m doing because I’m making ends meet and I’m on my own schedule. Working for yourself is my only answer for the current job market.
Nov,CNBC,"""Compared to your parents job market is a great job market""... disrespectfully, that's the dumbest thing anyone's said this year."
Nov,CNBC,"The economy is great for who? Where? How hard do you have to work now for $20? CEO pay is skyrocketing, worker pay is stagnant. Above $20, expectations rise and maintaining employment gets more difficult. Companies just don’t want to pay no matter what. Even high skilled people don’t have any longevity. The best jobs are given to friends and family. Racism is a big problem when it comes to some locations. Sure, there are plenty of low wage jobs. Today employers expect a lot more for $20/hr."
Nov,CNBC,"UE for 2 years. Professional. The job market is as bad as it was in 2008. The job numbers are a lie. Thousands of resumes for a CPA with years of experience, Master degree. Ghost jobs. Ghost interviews. No feedback. Recruiters are sending out emails that look personal but are part of huge mailing. Recruiters schedule an interview then don't show up. It's a nightmare!"
Nov,CNBC,"It may be extremely hard to believe, but the US federal minimum wage remained unchanged for over 15 years and 4 months, the very latest and newest change was way back in 2009. Based on what was seen in history from 1938 to today, the minimum wage changes once every 3-4 years, so how we have gotten to 15+ years since is insane. There are no guarantees on whether 2 million dollars per year could make you live comfortably considering house prices are like 150 million to 500 million dollars and many cars run from 3 million to potentially 100 million dollars."
Nov,CNBC,"Jobs will pay your bills, business will make you rich but investment makes and keep you wealthy! I pray everyone here becomes successful"
Nov,CNBC,"For those interested in the real numbers, studies like the MDPI research show a stark disparity: from 1978 to 2016, worker compensation increased by just 11.2%, while CEO pay skyrocketed by 937%. Post-pandemic, CEO compensation has climbed to over 1,200% as of 2023. We're back to an era where oligarchs control nearly every facet of the economy. I refuse to bring children into this system, ensuring my bloodline doesn’t perpetuate the hamster wheel of endless labor for corporate profit. I love seeing the defiance and disrespect Gen Z shows toward corporations—keep that spirit alive. It’s exactly what we need to shake things up"
Nov,CNBC,A 1970's minimum wage worker had better rent affordability than 2020 college graduates. If that doesn't tell you how messed up the economy is then nothing will.
Nov,Bloomberg,Selling everyday car at luxury price. It’s suppose to be a car for the common men. They have Audi and Porsche but yet they still selling GOLF R at Porsche pricing. Their downfall isn’t EV adoption its their market segmentation.
Nov,Bloomberg,"When a Toureg is €126,000 and youre blaming it on the ""market""... You have a management problem"
Nov,Bloomberg,"Volkswagen is probably the prime example of the current manufacturing trends - build more exclusive, more engineered, higher quality products... that are pointlessly expensive. It seems that in Europe nobody even tries to make things to be cheap and affordable. The most shocking part of Chinese EVs is not that they had tariffs, but that they even upmark the prices in Europe, because the market is so overpriced. For peace of mind, I recommend not searching the EV prices within China itself."
Nov,Bloomberg,"Too many brands competing, better options with their “lesser” brands (Skoda for example), interest rates shooting up, cost of living crisis, high wages, poor EV models, dieselgate…..the list goes on."
Nov,Bloomberg,"That's what asking for a high price, because 2 decades ago you used to make reliable cars, gets you. Then they thought they had any chance to compete in an electric market in China with said prices. This was all obvious and e.g. Toyota knows it."
Nov,Bloomberg,"Lot of talk about how legacy auto makers like VW didn't move to EVs quickly enough. Has anyone considered the problems may be how they are being forced to offer a product, EVs, not enough of their customers want rather than diesel engines which they do. You can't force a market, never succeeds. Love to see both sides of this discussed without the ideology of only EVs are the future."
Nov,Bloomberg,"Just a FYI, ""Medical advancement"" is more of a catch-all ""Cloak of Goodness"" for every new piece of tech. They will use it for the most profitable product or services they can. Military, policing, entertainment, and new mind drugs are the most likely first to market products."
Nov,Wall Street Journal,"One of the biggest themes here is the desire for corporations to control more of our money. If the money goes directly to families or vouchers, then they can convince parents that public schools are bad and that charter schools are there saviors , then they can set up Charter Schools and get Federal money, taxpayer money. That's what this is about."
Nov,Wall Street Journal,"As a college student, I don't agree to Trump taking out college student Federal funding, it's going to drive an impact towards college students poor and Trump is a billionaire so that's not right"
Nov,Wall Street Journal,U. S. Constitution did not give federal government power over education.
Nov,Wall Street Journal,"When ""All those federal employees will be fired..."" is the first thing out of that guy's mouth, it's a problem. How is THAT going to make America great again? WHY DID THE COUNTRY VOTE FOR THIS????"
Nov,Wall Street Journal,"I call this a half-baked journalism. India already has a naval base called Eastern Naval Command in that area which was opened in 1968. And India investing in strengthening its own Navy, nothing much. There are so many big defence projects running in India and this project is just another one!"
Nov,Wall Street Journal,"higher taxes = higher inflation = government subsides to quell inflation, The rising interest rate can surely control inflation, but won't prevent erosion of the eroding purchasing power of the US dollar. I have learnt my lesson this time. The banks can't be making money off my money, while inflation eats into it. I have set aside 650k to invest in the stock market now, since that keeps up with inflation, but I don't know how to get started."
Nov,Wall Street Journal,Once again he will inherit a strengthening economy and take all the credit for it
Nov,Wall Street Journal,"I plan to retire at 62 in another country outside the US that is free, safe and very cheap with a high quality of life. I could fully just rely on only my SS if I wanted to when that times arrives but l'll also have at least one pension, a 403 (b) and a very prolific Investment account with my Stephanie Janis Stiefel my FA. Retiring comfortably in the US these days is almost impossible."
Nov,Wall Street Journal,"as inflation is influenced by a complex mix of domestic and global factors, and addressing it can take years of targeted policy adjustments. i assume Trump would sort inflation out after how Biden left the country economy wildly weak which affected the Stock market price making many lose their assest when he was on sit then all these inflation is a game of manipulation, It might be worth considering speaking to a financial adviser to help navigate this tricky time if not already doing so. They can provide tailored advice for your situation. Personally I’ll recommend ‘Sophie Kathryn Jones’, she’s a SEC and FINRA licensed expert."
Nov,Wall Street Journal,"The history of Republican Presidents presiding over stock market crashes, e.g. Hoover 1929, Nixon 1973, Reagan 1987, Bush Sr.1990, Bush Jr. 2008, Trump 2020."
Nov,Wall Street Journal,Lowering interest rates doesn’t make housing affordable it makes money affordable. But at what cost
Nov,Wall Street Journal,"Trump's policies had been viewed by many experts as more positive for the financials sector, spurring this massive rally. It's enticing to consider purchasing some stocks, I'm contemplating investing more than $300k. Thoughts?"
Nov,Wall Street Journal,The Fed's goal was 2% inflation. Our inflation over the last 16 months was between 2.3 and 2.5 percent. They were doing pretty good!
Nov,Wall Street Journal,"If they wanted lower prices they have hired the wrong guy. Tariffs on imports, including oil and gas, plus government deficits to finance tax cuts = higher prices for both imported goods and those produced domestically and higher interest rates on borrowed money will ramp up inflation."
Nov,Wall Street Journal,"My God even without tariffs that would make inflation skyrocket, cutting Billionaires’ taxes again will increase the cost of any government expenditure. As we know, he was very upset that the fed kept interest rates up, yet it has kept inflation from going up higher."
Nov,Wall Street Journal,"When the dollar weakens, it often signals economic challenges ahead. I'm thinking about how to safeguard my savings from inflation. Recently, Bitcoin has been in the spotlight, especially with the approval of Bitcoin ETFs and Trump’s win in the election—many predict it could soar beyond $100k. I’ve saved up $300k and am considering investing now, but I can’t help but wonder: is it too late to maximize returns?"
Nov,Wall Street Journal,"Musk, Ramaswamy want federal workers in the office full time. There’s a hitch: https://on.wsj.com/3AVDxji"
Nov,Wall Street Journal,The President can do a lot via executive actions but his power is not unlimited. Some changes require Congressional legislation. Orders that may violate the Constitution or Federal law can be challenged. Litigation can slow down or even halt some executive action.
Dec,CNBC,"They’re also playing this game of hiring interns directly in college over people that have already finished school, and work regular day jobs. This job market has never been so screwed up."
Dec,CNBC,"the hardships that come with economic struggles like unemployment, job loss, inflation, housing market instability, political uncertainties, and the global impact of conflicts and wars. Making ends meet during such times can be incredibly challenging. To navigate this difficult period, considering alternative job prospects,"
Dec,CNBC,"If the unemployment rate is able to remain steady while the Fed hikes and inflation falls back to target, a soft landing might be on the table"
Dec,CNBC,I've been unemployed for months. I've given up looking for a job within my major and started applying for any low value job at Wal Mart or fast food. I need to pay rent! The job market is so rough that not even those places are hiring.
Dec,CNBC,Employers really need to dial down their hiring practices. They need to make them a lot less complicated. They are literally hurting the economy with their hiring practices. It really is unnecessary for it to take several months to hire someone.
Dec,CNBC,With the current economy I’m close to retirement and worried about inflation and market volatility affecting my savings.
Dec,CNBC,I’ve been in school for 10 years. I graduated with the degree in finance and obtain two minors and completed three internships and still I could not get hired full-time. The job market is very biased- and it’s enough to damage your mental health.
Dec,CNBC,"Thank you for talking about this!! I went into a deep depression in 2022. I think graduating in the pandemic totally screwed a lot of us. I went to a good college, have work experience, tried my best to save. But I found myself working in retail, unable to find a better job, living at my parents, and doom spending. I’m doing better now, but I’m paying off the debt and still applying and interviewing. People don’t talk about reverse age discrimination & how companies should be incentivized to invest in employees (salary + opportunities + training) and they will build a more loyal workforce."
Dec,CNBC,"I have been job hunting for 2 years now and I can tell you for a fact the job market is atrocious. The companies in my city alone all have horrible reviews across the board. They either don't want to pay you a livable wage, own your soul and basically demand you live at work, or both. There is no excuse for these companies to be doing this to people anymore. They all have the capability and money to do better and keep employees happy but they simply choose not to."
Dec,CNBC,"Don’t need $100,000, but I do need my health. Workplace ethics are hard to come by. Insecurity and ego run rampant. People often feel bullied and exploited in some way."
Dec,CNBC,"Funny, they tell us there is not enough power generation for electric vehicles. But, they'll make certain there is enough for AI, crypto and data centers."
Dec,CNBC,"constellation energy $CEG owns 55% of all the USA nuclear facilities, the largest pure way to invest:)"
Dec,CNBC,"The current market trend suggests a shift towards [specific sector/industry], which may present opportunities for growth."
Dec,CNBC,"Bitcoin, currently a promising investment for the future, and with its recent surge in value and growing stability, offers attractive returns. However, a lack of understanding often deters potential investors."
Dec,CNBC,"If i was a billionaire, I’d invest in nuclear too. It’s safe and cleaner than everything else and the nuclear waste is used for the A-10 Warthog"
Dec,CNBC,What nuclear stocks can i buy?
Dec,CNBC,Is it no wonder that the Federal Reserve hast retract the number of jobs there are out there because of this
Dec,CNBC,"Amazon and e-commerce have truly reshaped the retail landscape. While they offer convenience and efficiency, the decline in traditional seasonal retail jobs is a real challenge for many workers. It’s a reminder that as technology evolves, we need to focus on creating new opportunities and retraining programs to ensure no one is left behind in this rapidly changing economy."
Dec,CNBC,"Ecommerce requires more human resources than brick and mortar stores. It's common sense, it's way cheaper and efficient for a truck to deliver many items to a single brick and mortar site than for a warehouse to deliver to many homes. The weird thing is even with the inefficiency and added costs - ecommerce tends to be cheaper. Reason? Probably due to comparative advantage and fierce competition due to perfect information. It's so easy to sort prices from low to high and easier to market low prices and find buyers. Unlike with brick and mortar store, there is a cost to ask price quotations - either time or costs associated from going store to store. E-commerce also automatically turns every home door reacheable by delivery into a store's branch. Without the need for physical store branch, you save a lot of rent and labor to staff the store which savings can then be passed on to the consumer."
Dec,CNBC,I stocked up on survival gear and bought all the things I need before Trump brings back the Great Depression next year.
Dec,Bloomberg,Modern nuclear reactors are so much safer than the plants that are in operation currently. The big hurdle is getting passed regulations and there are a lot with the cost of approx. $10 billion which utility companies will not invest in.
Dec,Bloomberg,"Kevin Kamps outright lied in this video. Nuclear power has received the lowest amount of government subsidies of any form of power generation in the US, even oil and gas got more. The fact is wind and solar have enjoyed 20 years of massive subsides and the supply chain has grown considerably, making them cheaper because of the economy of scale. The very same ""green activists"" like Kamps love to tout how cheap they have become off the back of subsides, then turn around and say nuclear is inherently expensive, despite the fact that it is due to the same reason why particularly solar used to be expensive, slow and small supply chains that didn't benefit from scale."
Dec,Bloomberg,"World definitely needs to invest more in mew nuclear power plants, to get grids stable"
Dec,Bloomberg,"Nuclear is necessary to decarbonize the economy but there is just so much regulation and red tape and the upfront capital investment is just too much for any publicly traded utility to undertake. If we can do something with the regulations to streamline the process, and have a standard modular design with known costs and a faster construction time, that would certainly help us make nuclear energy again"
Dec,Bloomberg,“High interest rates” um same rates as 2008.
Dec,Bloomberg,"I think we need to combine technologies to get the most out of investments, e.g. utilizing the steam to generate extra energy or storing the waste heat for later or installing solar panels around the stacks."
Dec,Bloomberg,"I think the new driving force for nuclear energy will likely come from tech companies. 1. These AI, big data companies such as Amazon, Microsoft, Facebook, Apple, OpenAI or even Tesla will need stable continuous power delivery. 2. Unlike utilities, these tech companies are flushed with cash, what better investment to make than to secure their own energy needs for the next few decades years? 3. On average nuclear power plants become a net gain on investment after 25 years. So even if AI doesn't pan out, these tech companies could simply start selling excess electricity to the grid."
Dec,Bloomberg,"Talk about AI and show us cryptominers, super!"
